name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,sprint_map,project_map,uniId
Hiện thực chức năng đổi mật khẩu,MAJOR,<p>Code giao diện và logic để người dùng có thể đổi mật khẩu của mình.</p>,2025-03-10,2025-03-15,sprint4_project6,TODO,PRACTICE,Android,21130326,20130237,Thiết kế form - Gửi yêu cầu đổi mật khẩu,MEDIUM,4,project6,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Xây dựng API cho User Profile (Backend),MAJOR,<p>Phát triển API để lấy và cập nhật thông tin người dùng.</p>,2025-03-12,2025-03-15,sprint4_project6,TODO,PRACTICE,Research-Database,20130237,21130279,Thiết kế endpoint - Kết nối Database,MEDIUM,4,project6,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Hiện thực chức năng thêm/sửa/xóa công việc,MAJOR,<p>Xây dựng giao diện và logic cho phép người dùng quản lý các nhiệm vụ của mình.</p>,2025-03-16,2025-03-29,sprint5_project6,INPROCESS,PRACTICE,Android-Database,21130326,20130237,Thiết kế form công việc - Lưu/xóa/sửa trong CSDL,MEDIUM,5,project6,d7111352-035f-46fa-9d96-85812f81b0f4,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Hiện thực chức năng đặt nhắc nhở cho công việc,MAJOR,<p>Cho phép người dùng thiết lập thời gian nhắc nhở cho từng nhiệm vụ.</p>,2025-03-18,2025-03-29,sprint5_project6,TODO,PRACTICE,Android,20130237,21130279,Tích hợp API Notification - Thiết lập nhắc nhở,MEDIUM,5,project6,d7111352-035f-46fa-9d96-85812f81b0f4,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Hiện thực chức năng phân loại công việc theo danh mục,MAJOR,"<p>Cho phép người dùng gán danh mục cho từng công việc (cá nhân, công việc, mua sắm).</p>",2025-03-20,2025-03-29,sprint5_project6,TODO,PRACTICE,Android-Database,21130279,21130326,Thiết kế giao diện - Lưu danh mục vào CSDL,MEDIUM,5,project6,d7111352-035f-46fa-9d96-85812f81b0f4,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Xây dựng chức năng quản lý danh mục công việc (Admin),MAJOR,"<p>Hiện thực giao diện và logic để quản lý các danh mục công việc (thêm, sửa, xóa).</p>",2025-03-30,2025-04-12,sprint6_project6,INPROCESS,PRACTICE,Android-Database,20130237,21130279,Thiết kế trang Admin - Xử lý CRUD danh mục,MEDIUM,6,project6,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Phát triển chức năng quản lý người dùng (Admin),MAJOR,<p>Cho phép quản trị viên xem và quản lý danh sách người dùng ứng dụng.</p>,2025-04-02,2025-04-12,sprint6_project6,TODO,PRACTICE,Android-Database,21130279,21130326,Thiết kế bảng người dùng - Cập nhật trạng thái,MEDIUM,6,project6,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Xây dựng chức năng báo cáo tiến độ công việc (Admin),MAJOR,"<p>Tạo báo cáo thống kê về số lượng công việc hoàn thành, đang chờ.</p>",2025-04-05,2025-04-12,sprint6_project6,TODO,PRACTICE,Android-Database,21130326,20130237,Thiết kế biểu đồ - Tích hợp dữ liệu,MEDIUM,6,project6,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Kiểm thử chức năng quản lý công việc và nhắc nhở,MAJOR,<p>Thực hiện kiểm thử để đảm bảo các thao tác với công việc và nhắc nhở hoạt động đúng.</p>,2025-04-13,2025-04-19,sprint7_project6,INPROCESS,PRACTICE,Android-Research,21130279,21130326,Lập test case - Thực hiện test,MEDIUM,7,project6,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Kiểm thử và sửa lỗi giao diện người dùng,MAJOR,"<p>Kiểm tra tất cả các màn hình, đảm bảo giao diện hiển thị đúng và thân thiện.</p>",2025-04-15,2025-04-19,sprint7_project6,TODO,PRACTICE,Android-XML,21130326,20130237,Kiểm tra lỗi hiển thị - Điều chỉnh layout,MEDIUM,7,project6,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Đóng gói ứng dụng để kiểm thử (APK),MAJOR,<p>Tạo file APK để có thể cài đặt và kiểm thử ứng dụng trên thiết bị thật.</p>,2025-04-16,2025-04-19,sprint7_project6,TODO,PRACTICE,Android,20130237,21130279,Generate signed APK - Cài đặt trên thiết bị,MEDIUM,7,project6,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Chuẩn bị tài liệu hướng dẫn sử dụng,MAJOR,<p>Viết tài liệu hướng dẫn chi tiết cách sử dụng ứng dụng cho người dùng cuối.</p>,2025-04-20,2025-04-26,sprint8_project6,INPROCESS,THEORY,Document,21130326,20130237,Viết mô tả chức năng - Chụp ảnh màn hình,MEDIUM,8,project6,8b238fa2-6e02-47b0-8343-bd97d791ae65,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Hoàn thiện tài liệu thiết kế hệ thống,MAJOR,"<p>Tổng hợp và hoàn thiện các tài liệu thiết kế cơ sở dữ liệu, kiến trúc hệ thống.</p>",2025-04-21,2025-04-26,sprint8_project6,TODO,THEORY,Document-Database,20130237,21130279,Review ERD - Cập nhật tài liệu kỹ thuật,MEDIUM,8,project6,8b238fa2-6e02-47b0-8343-bd97d791ae65,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Hoàn thành báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp các kết quả dự án, viết báo cáo và chuẩn bị slide thuyết trình.</p>",2025-04-23,2025-04-26,sprint8_project6,TODO,THEORY,Document,21130279,21130326,Viết tóm tắt dự án - Thiết kế slide,MEDIUM,8,project6,8b238fa2-6e02-47b0-8343-bd97d791ae65,01c990e3-aa4b-48a8-a9e0-d3321f2bbdeb,21130279
Khảo sát các ứng dụng mua sắm thực phẩm online,MAJOR,<p>Nghiên cứu các ứng dụng mua sắm thực phẩm phổ biến và nhu cầu khách hàng.</p>,2025-02-09,2025-02-13,sprint1_project7,DONE,THEORY,Research,21130335,21130304,Phân tích đối thủ - Đánh giá tính năng,MEDIUM,1,project7,c469d85a-a19c-4411-88ca-c0041af4f8e5,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Xác định yêu cầu chức năng cho ứng dụng mua sắm thực phẩm,MAJOR,"<p>Liệt kê các tính năng cần thiết (tìm kiếm, giỏ hàng, đặt hàng, giao hàng).</p>",2025-02-10,2025-02-14,sprint1_project7,DONE,THEORY,Document,21130304,21130309,Phỏng vấn người dùng - Tổng hợp yêu cầu,MEDIUM,1,project7,c469d85a-a19c-4411-88ca-c0041af4f8e5,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Thiết lập môi trường phát triển Android,MINOR,"<p>Cài đặt Android Studio, SDK và cấu hình project ban đầu.</p>",2025-02-11,2025-02-15,sprint1_project7,DONE,PRACTICE,Android,21130309,21130335,Cài đặt Android Studio - Khởi tạo project,LOW,1,project7,c469d85a-a19c-4411-88ca-c0041af4f8e5,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Tìm hiểu cách xây dựng giao diện sản phẩm phức tạp,MAJOR,"<p>Nghiên cứu cách hiển thị danh sách sản phẩm với hình ảnh, mô tả, giá.</p>",2025-02-16,2025-02-20,sprint2_project7,INPROCESS,THEORY,Android-XML,21130304,21130309,Đọc tài liệu RecyclerView - Thiết kế Item Layout,MEDIUM,2,project7,36524122-5b4b-47aa-8d46-d064c6cb28fd,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Thiết kế Prototype cho màn hình danh sách sản phẩm,MAJOR,<p>Xây dựng layout XML cho màn hình hiển thị danh sách các loại thực phẩm.</p>,2025-02-23,2025-03-01,sprint2_project7,TODO,PRACTICE,XML-Android,21130309,21130335,Vẽ wireframe - Code XML,MEDIUM,2,project7,36524122-5b4b-47aa-8d46-d064c6cb28fd,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Phân tích thiết kế Database cho sản phẩm thực phẩm,MAJOR,"<p>Thiết kế cấu trúc CSDL để lưu trữ thông tin sản phẩm, danh mục, cửa hàng.</p>",2025-02-25,2025-03-01,sprint2_project7,TODO,PRACTICE,Database-Document,21130335,21130304,Xác định bảng - Thiết lập mối quan hệ,MEDIUM,2,project7,36524122-5b4b-47aa-8d46-d064c6cb28fd,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực màn hình đăng nhập,MAJOR,<p>Code giao diện và logic đăng nhập người dùng vào ứng dụng mua sắm thực phẩm.</p>,2025-03-02,2025-03-08,sprint3_project7,INPROCESS,PRACTICE,Android,21130309,21130335,Thiết kế layout - Xử lý input,MEDIUM,3,project7,dea18fd8-488a-4ba4-ab67-465749cc8498,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Xây dựng API xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API backend để xử lý đăng ký, đăng nhập và tạo token.</p>",2025-03-04,2025-03-08,sprint3_project7,TODO,PRACTICE,Research-Android,21130335,21130304,Thiết kế endpoint - Xử lý logic xác thực,MEDIUM,3,project7,dea18fd8-488a-4ba4-ab67-465749cc8498,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực chức năng đăng ký tài khoản,MAJOR,<p>Code giao diện và logic đăng ký tài khoản mới cho người dùng.</p>,2025-03-05,2025-03-08,sprint3_project7,TODO,PRACTICE,Android,21130304,21130309,Thiết kế form - Kết nối API,MEDIUM,3,project7,dea18fd8-488a-4ba4-ab67-465749cc8498,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực chức năng cập nhật thông tin cá nhân,MAJOR,"<p>Cho phép người dùng xem và chỉnh sửa thông tin cá nhân (tên, địa chỉ, số điện thoại).</p>",2025-03-09,2025-03-15,sprint4_project7,INPROCESS,PRACTICE,Android,21130335,21130304,Thiết kế layout - Tích hợp API cập nhật,MEDIUM,4,project7,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực chức năng đổi mật khẩu,MAJOR,<p>Code giao diện và logic để người dùng có thể đổi mật khẩu của mình.</p>,2025-03-10,2025-03-15,sprint4_project7,TODO,PRACTICE,Android,21130304,21130309,Thiết kế form - Gửi yêu cầu đổi mật khẩu,MEDIUM,4,project7,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Xây dựng API cho User Profile (Backend),MAJOR,<p>Phát triển API để lấy và cập nhật thông tin người dùng.</p>,2025-03-12,2025-03-15,sprint4_project7,TODO,PRACTICE,Research-Database,21130309,21130335,Thiết kế endpoint - Kết nối Database,MEDIUM,4,project7,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực chức năng hiển thị danh sách sản phẩm,MAJOR,<p>Xây dựng màn hình hiển thị danh sách các loại thực phẩm với hình ảnh và giá.</p>,2025-03-16,2025-03-29,sprint5_project7,INPROCESS,PRACTICE,Android-Database,21130304,21130309,Thiết kế layout sản phẩm - Load dữ liệu từ API,MEDIUM,5,project7,d7111352-035f-46fa-9d96-85812f81b0f4,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực chức năng xem chi tiết sản phẩm,MAJOR,<p>Cho phép người dùng xem thông tin chi tiết của từng sản phẩm thực phẩm.</p>,2025-03-18,2025-03-29,sprint5_project7,TODO,PRACTICE,Android-XML,21130309,21130335,Thiết kế layout chi tiết - Hiển thị mô tả,MEDIUM,5,project7,d7111352-035f-46fa-9d96-85812f81b0f4,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hiện thực chức năng thêm sản phẩm vào giỏ hàng,MAJOR,<p>Code logic để người dùng có thể thêm sản phẩm vào giỏ hàng và cập nhật số lượng.</p>,2025-03-20,2025-03-29,sprint5_project7,TODO,PRACTICE,Android-Database,21130335,21130304,Quản lý trạng thái giỏ hàng - Lưu vào CSDL tạm,MEDIUM,5,project7,d7111352-035f-46fa-9d96-85812f81b0f4,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Xây dựng chức năng quản lý sản phẩm (Admin),MAJOR,"<p>Hiện thực giao diện và logic để quản lý các loại thực phẩm (thêm, sửa, xóa).</p>",2025-03-30,2025-04-12,sprint6_project7,INPROCESS,PRACTICE,Android-Database,21130309,21130335,Thiết kế trang Admin - Xử lý CRUD sản phẩm,MEDIUM,6,project7,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Phát triển chức năng quản lý đơn hàng (Admin),MAJOR,<p>Cho phép quản trị viên xem và cập nhật trạng thái các đơn hàng.</p>,2025-04-02,2025-04-12,sprint6_project7,TODO,PRACTICE,Android-Database,21130335,21130304,Thiết kế bảng đơn hàng - Cập nhật trạng thái,MEDIUM,6,project7,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Xây dựng chức năng quản lý cửa hàng (Admin),MAJOR,"<p>Cho phép quản trị viên thêm, sửa, xóa thông tin về các cửa hàng cung cấp thực phẩm.</p>",2025-04-05,2025-04-12,sprint6_project7,TODO,PRACTICE,Android-Database,21130304,21130309,Thiết kế form cửa hàng - Quản lý thông tin,MEDIUM,6,project7,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Kiểm thử chức năng giỏ hàng và đặt hàng,MAJOR,"<p>Thực hiện kiểm thử để đảm bảo quy trình thêm vào giỏ, tạo đơn hàng hoạt động đúng.</p>",2025-04-13,2025-04-19,sprint7_project7,INPROCESS,PRACTICE,Android-Research,21130335,21130304,Lập test case - Thực hiện test,MEDIUM,7,project7,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Kiểm thử và sửa lỗi giao diện người dùng,MAJOR,"<p>Kiểm tra tất cả các màn hình, đảm bảo giao diện hiển thị đúng và thân thiện.</p>",2025-04-15,2025-04-19,sprint7_project7,TODO,PRACTICE,Android-XML,21130304,21130309,Kiểm tra lỗi hiển thị - Điều chỉnh layout,MEDIUM,7,project7,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Đóng gói ứng dụng để kiểm thử (APK),MAJOR,<p>Tạo file APK để có thể cài đặt và kiểm thử ứng dụng trên thiết bị thật.</p>,2025-04-16,2025-04-19,sprint7_project7,TODO,PRACTICE,Android,21130309,21130335,Generate signed APK - Cài đặt trên thiết bị,MEDIUM,7,project7,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Chuẩn bị tài liệu hướng dẫn sử dụng,MAJOR,<p>Viết tài liệu hướng dẫn chi tiết cách sử dụng ứng dụng cho người dùng cuối.</p>,2025-04-20,2025-04-26,sprint8_project7,INPROCESS,THEORY,Document,21130304,21130309,Viết mô tả chức năng - Chụp ảnh màn hình,MEDIUM,8,project7,8b238fa2-6e02-47b0-8343-bd97d791ae65,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hoàn thiện tài liệu thiết kế hệ thống,MAJOR,"<p>Tổng hợp và hoàn thiện các tài liệu thiết kế cơ sở dữ liệu, kiến trúc hệ thống.</p>",2025-04-21,2025-04-26,sprint8_project7,TODO,THEORY,Document-Database,21130309,21130335,Review ERD - Cập nhật tài liệu kỹ thuật,MEDIUM,8,project7,8b238fa2-6e02-47b0-8343-bd97d791ae65,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Hoàn thành báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp các kết quả dự án, viết báo cáo và chuẩn bị slide thuyết trình.</p>",2025-04-23,2025-04-26,sprint8_project7,TODO,THEORY,Document,21130335,21130304,Viết tóm tắt dự án - Thiết kế slide,MEDIUM,8,project7,8b238fa2-6e02-47b0-8343-bd97d791ae65,fe397364-f244-4936-a271-946a8ffd3f1a,21130335
Khảo sát các ứng dụng đọc sách điện tử hiện có,MAJOR,<p>Nghiên cứu các ứng dụng Ebook phổ biến và tính năng đọc sách.</p>,2025-02-09,2025-02-13,sprint1_project8,DONE,THEORY,Research,20130224,20130225,Phân tích đối thủ - Đánh giá tính năng,MEDIUM,1,project8,c469d85a-a19c-4411-88ca-c0041af4f8e5,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Xác định yêu cầu chức năng cho ứng dụng đọc sách,MAJOR,"<p>Liệt kê các tính năng cần thiết (tìm kiếm, đánh dấu trang, tùy chỉnh hiển thị).</p>",2025-02-10,2025-02-14,sprint1_project8,DONE,THEORY,Document,20130225,21130042,Phỏng vấn người dùng - Tổng hợp yêu cầu,MEDIUM,1,project8,c469d85a-a19c-4411-88ca-c0041af4f8e5,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Thiết lập môi trường phát triển Android,MINOR,"<p>Cài đặt Android Studio, SDK và cấu hình project ban đầu.</p>",2025-02-11,2025-02-15,sprint1_project8,DONE,PRACTICE,Android,21130042,20130224,Cài đặt Android Studio - Khởi tạo project,LOW,1,project8,c469d85a-a19c-4411-88ca-c0041af4f8e5,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Tìm hiểu cách xây dựng giao diện hiển thị sách,MAJOR,"<p>Nghiên cứu TextView, ScrollView và các cách hiển thị nội dung dài.</p>",2025-02-16,2025-02-20,sprint2_project8,INPROCESS,THEORY,Android-XML,20130225,21130042,Đọc tài liệu View - Thực hành ví dụ,MEDIUM,2,project8,36524122-5b4b-47aa-8d46-d064c6cb28fd,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Thiết kế Prototype cho màn hình danh sách sách,MAJOR,<p>Xây dựng layout XML cho màn hình chính hiển thị danh sách các đầu sách.</p>,2025-02-23,2025-03-01,sprint2_project8,TODO,PRACTICE,XML-Android,21130042,20130224,Vẽ wireframe - Code XML,MEDIUM,2,project8,36524122-5b4b-47aa-8d46-d064c6cb28fd,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Phân tích thiết kế Database cho sách điện tử,MAJOR,"<p>Thiết kế cấu trúc CSDL để lưu trữ thông tin sách, tác giả, người dùng, tiến độ đọc.</p>",2025-02-25,2025-03-01,sprint2_project8,TODO,PRACTICE,Database-Document,20130224,20130225,Xác định bảng - Thiết lập mối quan hệ,MEDIUM,2,project8,36524122-5b4b-47aa-8d46-d064c6cb28fd,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực màn hình đăng nhập,MAJOR,<p>Code giao diện và logic đăng nhập người dùng vào ứng dụng đọc sách.</p>,2025-03-02,2025-03-08,sprint3_project8,INPROCESS,PRACTICE,Android,21130042,20130224,Thiết kế layout - Xử lý input,MEDIUM,3,project8,dea18fd8-488a-4ba4-ab67-465749cc8498,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Xây dựng API xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API backend để xử lý đăng ký, đăng nhập và tạo token.</p>",2025-03-04,2025-03-08,sprint3_project8,TODO,PRACTICE,Research-Android,20130224,20130225,Thiết kế endpoint - Xử lý logic xác thực,MEDIUM,3,project8,dea18fd8-488a-4ba4-ab67-465749cc8498,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực chức năng đăng ký tài khoản,MAJOR,<p>Code giao diện và logic đăng ký tài khoản mới cho người dùng.</p>,2025-03-05,2025-03-08,sprint3_project8,TODO,PRACTICE,Android,20130225,21130042,Thiết kế form - Kết nối API,MEDIUM,3,project8,dea18fd8-488a-4ba4-ab67-465749cc8498,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực chức năng cập nhật thông tin cá nhân,MAJOR,"<p>Cho phép người dùng xem và chỉnh sửa thông tin cá nhân (tên, email).</p>",2025-03-09,2025-03-15,sprint4_project8,INPROCESS,PRACTICE,Android,20130224,20130225,Thiết kế layout - Tích hợp API cập nhật,MEDIUM,4,project8,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực chức năng đổi mật khẩu,MAJOR,<p>Code giao diện và logic để người dùng có thể đổi mật khẩu của mình.</p>,2025-03-10,2025-03-15,sprint4_project8,TODO,PRACTICE,Android,20130225,21130042,Thiết kế form - Gửi yêu cầu đổi mật khẩu,MEDIUM,4,project8,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Xây dựng API cho User Profile (Backend),MAJOR,<p>Phát triển API để lấy và cập nhật thông tin người dùng.</p>,2025-03-12,2025-03-15,sprint4_project8,TODO,PRACTICE,Research-Database,21130042,20130224,Thiết kế endpoint - Kết nối Database,MEDIUM,4,project8,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực chức năng hiển thị danh sách sách,MAJOR,<p>Xây dựng màn hình hiển thị danh sách các đầu sách với hình ảnh bìa và tiêu đề.</p>,2025-03-16,2025-03-29,sprint5_project8,INPROCESS,PRACTICE,Android-Database,20130225,21130042,Thiết kế layout sách - Load dữ liệu từ API,MEDIUM,5,project8,d7111352-035f-46fa-9d96-85812f81b0f4,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực chức năng đọc sách (hiển thị nội dung),MAJOR,<p>Code màn hình cho phép người dùng đọc nội dung sách đã chọn.</p>,2025-03-18,2025-03-29,sprint5_project8,TODO,PRACTICE,Android-XML,21130042,20130224,Thiết kế layout đọc sách - Hiển thị text,MEDIUM,5,project8,d7111352-035f-46fa-9d96-85812f81b0f4,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hiện thực chức năng đánh dấu trang (bookmark),MAJOR,<p>Cho phép người dùng đánh dấu trang hiện tại để đọc tiếp sau.</p>,2025-03-20,2025-03-29,sprint5_project8,TODO,PRACTICE,Android-Database,20130224,20130225,Lưu vị trí đọc - Tải lại vị trí,MEDIUM,5,project8,d7111352-035f-46fa-9d96-85812f81b0f4,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Xây dựng chức năng quản lý sách (Admin),MAJOR,"<p>Hiện thực giao diện và logic để quản lý các đầu sách (thêm, sửa, xóa).</p>",2025-03-30,2025-04-12,sprint6_project8,INPROCESS,PRACTICE,Android-Database,21130042,20130224,Thiết kế trang Admin - Xử lý CRUD sách,MEDIUM,6,project8,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Phát triển chức năng quản lý người dùng (Admin),MAJOR,<p>Cho phép quản trị viên xem và quản lý danh sách người dùng ứng dụng.</p>,2025-04-02,2025-04-12,sprint6_project8,TODO,PRACTICE,Android-Database,20130224,20130225,Thiết kế bảng người dùng - Cập nhật trạng thái,MEDIUM,6,project8,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Xây dựng chức năng báo cáo hoạt động đọc sách (Admin),MAJOR,"<p>Tạo báo cáo thống kê về các sách được đọc nhiều, người dùng hoạt động.</p>",2025-04-05,2025-04-12,sprint6_project8,TODO,PRACTICE,Android-Database,20130225,21130042,Thiết kế biểu đồ - Tích hợp dữ liệu,MEDIUM,6,project8,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Kiểm thử chức năng đọc sách và đánh dấu trang,MAJOR,<p>Thực hiện kiểm thử để đảm bảo người dùng có thể đọc sách và đánh dấu trang.</p>,2025-04-13,2025-04-19,sprint7_project8,INPROCESS,PRACTICE,Android-Research,20130224,20130225,Lập test case - Thực hiện test,MEDIUM,7,project8,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Kiểm thử và sửa lỗi giao diện người dùng,MAJOR,"<p>Kiểm tra tất cả các màn hình, đảm bảo giao diện hiển thị đúng và thân thiện.</p>",2025-04-15,2025-04-19,sprint7_project8,TODO,PRACTICE,Android-XML,20130225,21130042,Kiểm tra lỗi hiển thị - Điều chỉnh layout,MEDIUM,7,project8,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Đóng gói ứng dụng để kiểm thử (APK),MAJOR,<p>Tạo file APK để có thể cài đặt và kiểm thử ứng dụng trên thiết bị thật.</p>,2025-04-16,2025-04-19,sprint7_project8,TODO,PRACTICE,Android,21130042,20130224,Generate signed APK - Cài đặt trên thiết bị,MEDIUM,7,project8,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Chuẩn bị tài liệu hướng dẫn sử dụng,MAJOR,<p>Viết tài liệu hướng dẫn chi tiết cách sử dụng ứng dụng cho người dùng cuối.</p>,2025-04-20,2025-04-26,sprint8_project8,INPROCESS,THEORY,Document,20130225,21130042,Viết mô tả chức năng - Chụp ảnh màn hình,MEDIUM,8,project8,8b238fa2-6e02-47b0-8343-bd97d791ae65,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hoàn thiện tài liệu thiết kế hệ thống,MAJOR,"<p>Tổng hợp và hoàn thiện các tài liệu thiết kế cơ sở dữ liệu, kiến trúc hệ thống.</p>",2025-04-21,2025-04-26,sprint8_project8,TODO,THEORY,Document-Database,21130042,20130224,Review ERD - Cập nhật tài liệu kỹ thuật,MEDIUM,8,project8,8b238fa2-6e02-47b0-8343-bd97d791ae65,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Hoàn thành báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp các kết quả dự án, viết báo cáo và chuẩn bị slide thuyết trình.</p>",2025-04-23,2025-04-26,sprint8_project8,TODO,THEORY,Document,20130224,20130225,Viết tóm tắt dự án - Thiết kế slide,MEDIUM,8,project8,8b238fa2-6e02-47b0-8343-bd97d791ae65,0190c488-bc7f-42f3-a707-20222209bf2b,20130224
Khảo sát các ứng dụng tìm việc làm hiện có,MAJOR,<p>Nghiên cứu các nền tảng tìm việc phổ biến và tính năng của chúng.</p>,2025-02-09,2025-02-13,sprint1_project9,DONE,THEORY,Research,21130359,21130386,Phân tích đối thủ - Đánh giá tính năng,MEDIUM,1,project9,c469d85a-a19c-4411-88ca-c0041af4f8e5,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Xác định yêu cầu chức năng cho ứng dụng tìm việc,MAJOR,"<p>Liệt kê các tính năng cần thiết (tìm kiếm việc, nộp hồ sơ, theo dõi trạng thái).</p>",2025-02-10,2025-02-14,sprint1_project9,DONE,THEORY,Document,21130386,21130367,Phỏng vấn người dùng - Tổng hợp yêu cầu,MEDIUM,1,project9,c469d85a-a19c-4411-88ca-c0041af4f8e5,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
