name	priority	descriptions	start	end	sprintId	status	tag	topics	topics_mapper	assigneeId	reviewerId	subtasks	complexOfDescription	sprint	projectId	uniId	Unnamed: 17	Tag gốc	Tag ánh xạ	id
Thiết kế giao diện cho phần vật tư & hạt giống	MAJOR	Phác thảo giao diện riêng cho các sản phẩm vật tư nông nghiệp và hạt giống, bao gồm bộ lọc.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	20130196.0	21130004.0	Layout - Product card - Filter options	MEDIUM	3.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Thiết kế giao diện trang blog/hướng dẫn chăm sóc	MAJOR	Xây dựng template cho trang blog chứa các bài viết hướng dẫn chăm sóc cây cảnh.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130004.0	22130001.0	Blog layout - Article template - Category display	MEDIUM	3.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	documentation	Document	22130001.0	20130196.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Chuẩn bị demo giao diện sản phẩm & thông tin cây	MAJOR	Demo các trang sản phẩm cây cảnh, trang thông tin chi tiết cây và trang blog cho báo cáo.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE	presentation	Presentation	20130196.0	21130004.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Hiện thực module đăng ký/đăng nhập	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập người dùng, bao gồm mã hóa mật khẩu và kiểm tra thông tin.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	authentication-security	Java, JSP, JDBC	21130004.0	22130001.0	Form đăng ký - Logic đăng nhập - Mã hóa bcrypt	HIGH	5.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Ứng dụng Session cho người dùng	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và giỏ hàng.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	session-management	Java, JSP	22130001.0	20130196.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Xây dựng phân quyền cơ bản	MAJOR	Thiết lập các vai trò (admin, người dùng) và chặn truy cập vào các trang không có quyền.	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	authorization	Java, JSP	20130196.0	21130004.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Hiện thực chức năng tìm kiếm & lọc sản phẩm	MAJOR	Phát triển chức năng tìm kiếm sản phẩm theo tên, danh mục và lọc theo đặc điểm cây.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	search-filtering	Java, JS	22130001.0	20130196.0	Query DB - Xây dựng bộ lọc - Hiển thị kết quả	MEDIUM	6.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Xây dựng trang sản phẩm bán chạy/mới về	MAJOR	Hiện thực logic hiển thị các loại cây cảnh bán chạy hoặc sản phẩm mới về.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	product-display	HTML, JS, JSP	20130196.0	21130004.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Hiện thực giao diện Admin quản lý sản phẩm & thông tin	CRITICAL	Xây dựng trang admin để thêm, sửa, xóa cây cảnh, vật tư, quản lý thông tin chăm sóc.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	admin-panel-crud	Java, JSP, JDBC	21130004.0	22130001.0	Form thêm/sửa - Logic xử lý - Upload ảnh	HIGH	6.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Lưu giỏ hàng trong session và database	MAJOR	Hiện thực tính năng thêm cây cảnh, vật tư vào giỏ hàng và lưu trữ thông tin trong session, đồng bộ với DB khi đăng nhập.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	shopping-cart	Java, JS	22130001.0	20130196.0	Thêm vào giỏ - Cập nhật số lượng - Xóa khỏi giỏ	MEDIUM	7.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Phân biệt sản phẩm theo kích cỡ/loại	MAJOR	Xử lý logic khi thêm sản phẩm có kích cỡ/loại khác nhau (cây to, cây nhỏ, chậu) vào giỏ hàng.	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	shopping-cart-logic	Java, JS	20130196.0	21130004.0	Logic so sánh - Hiển thị chi tiết tùy chọn - Tổng tiền	MEDIUM	7.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Hiện thực cách tính tiền cho đơn hàng cây cảnh	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng, bao gồm giá sản phẩm, phí vận chuyển (theo kích thước), ưu đãi.	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	order-calculation	Java	21130004.0	22130001.0	Cộng sản phẩm - Áp dụng giảm giá - Tính phí ship	HIGH	8.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Hiển thị lịch sử đơn hàng & thông tin theo dõi	MAJOR	Phát triển trang để người dùng có thể xem lại các đơn hàng đã đặt, theo dõi trạng thái và chi tiết sản phẩm.	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	order-history-tracking	JSP, Java	22130001.0	20130196.0	Truy vấn đơn hàng - Hiển thị bảng - Chi tiết đơn	MEDIUM	8.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Quản lý & cập nhật trạng thái đơn hàng (Admin)	CRITICAL	Xây dựng giao diện admin để quản lý, cập nhật trạng thái đơn hàng (đã xác nhận, đang đóng gói, đang vận chuyển, đã giao).	2025-05-22	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	order-management-admin	Java, JDBC	20130196.0	21130004.0	Bảng đơn hàng - Chức năng update - Lịch sử thay đổi	HIGH	8.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Tích hợp module blog/hướng dẫn chăm sóc cây	MAJOR	Hiện thực module blog, cho phép admin đăng tải và quản lý các bài viết hướng dẫn chăm sóc cây cảnh.	2025-05-25	2025-05-28	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	INPROCESS	PRACTICE	blog-management	Java, JSP, JDBC	21130004.0	22130001.0	Quản lý bài viết - Hiển thị blog - SEO cơ bản	MEDIUM	9.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Chức năng nhắc nhở chăm sóc cây (email/notification)	MINOR	Phát triển tính năng gửi email/thông báo nhắc nhở người dùng về lịch tưới nước, bón phân cho cây đã mua.	2025-05-27	2025-05-31	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	TODO	PRACTICE	notification-system		22130001.0	20130196.0	Lên lịch - Gửi email - Tùy chỉnh thông báo	LOW	9.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Chuẩn bị tài liệu hướng dẫn sử dụng & quản trị	MAJOR	Viết tài liệu chi tiết hướng dẫn người dùng cuối và quản trị viên sử dụng website cây cảnh.	2025-06-01	2025-06-04	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	INPROCESS	THEORY	user-manual-documentation	Document	20130196.0	21130004.0	Hướng dẫn user - Hướng dẫn admin - Chụp màn hình	MEDIUM	10.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Chuẩn bị demo website hoàn chỉnh	CRITICAL	Kiểm tra toàn bộ các tính năng, đảm bảo website hoạt động ổn định và sẵn sàng cho buổi báo cáo cuối kì.	2025-06-03	2025-06-07	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	TODO	PRACTICE	final-demo-preparation	Document, Presentation	21130004.0	22130001.0	Test chức năng - Fix bugs - Tối ưu hiệu suất	HIGH	10.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Khảo sát cộng đồng handmade & DIY	MAJOR	Tìm hiểu về các nhóm, diễn đàn, xu hướng trong cộng đồng thủ công, DIY, sở thích khách hàng.	2025-03-10	2025-03-15	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	community-research-market-analysis	Research	21130279.0	21130326.0	Phân tích nhóm - Thu thập ý kiến - Đánh giá xu hướng	LOW	1.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Nghiên cứu tính năng tùy chỉnh sản phẩm & cộng đồng	MAJOR	Phân tích cách các nền tảng khác cho phép tùy chỉnh sản phẩm thủ công và xây dựng cộng đồng.	2025-03-12	2025-03-18	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	customization-community-feature	Java, JS, JSP	21130326.0	20130237.0	So sánh tùy chỉnh - Đánh giá UX - Phân tích tính năng xã hội	MEDIUM	1.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Lập kế hoạch dự án và phân công nhiệm vụ	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	planning	Document	20130237.0	21130279.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Thiết kế ERD cho sản phẩm tùy chỉnh & biến thể	CRITICAL	Xây dựng ERD để lưu trữ các tùy chọn, biến thể cho sản phẩm handmade, vật liệu, màu sắc.	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	21130279.0	21130326.0	Xác định entities - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Thiết kế ERD cho người bán & cộng đồng	CRITICAL	Phát triển ERD cho bảng người bán, cửa hàng, bài viết cộng đồng (hướng dẫn DIY), bình luận, đánh giá.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	21130326.0	20130237.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Chuẩn hóa CSDL và tối ưu truy vấn ban đầu	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến sản phẩm và người bán.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	database-normalization-optimization	Database, ERD	20130237.0	21130279.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Thiết kế giao diện trang sản phẩm DIY & tùy chỉnh	MAJOR	Tạo template hiển thị sản phẩm DIY với các tùy chọn tùy chỉnh và trình xem trước (nếu có thể).	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130279.0	21130326.0	Wireframe - Mockup - Responsive design	MEDIUM	3.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Thiết kế giao diện trang cộng đồng/blog hướng dẫn	MAJOR	Phác thảo giao diện cho khu vực bài viết, chia sẻ kinh nghiệm, hướng dẫn tự làm từ cộng đồng.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130326.0	20130237.0	Layout - Post card - Comment section	MEDIUM	3.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Thiết kế giao diện trang hồ sơ người bán	MAJOR	Xây dựng template cho trang hồ sơ của người bán, hiển thị các sản phẩm, đánh giá, thông tin cửa hàng.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	20130237.0	21130279.0	Profile layout - Shop display - Feedback section	MEDIUM	3.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	documentation	Document	21130279.0	21130326.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Chuẩn bị demo giao diện tùy chỉnh sản phẩm & cộng đồng	MAJOR	Demo các trang sản phẩm với khả năng tùy chỉnh và trang cộng đồng/blog cho báo cáo giữa kì.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE	presentation	Presentation	21130326.0	20130237.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Hiện thực module đăng ký/đăng nhập & vai trò người bán	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập cho người dùng và người bán, quản lý session và phân quyền.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	authentication-authorization	Java, JSP	20130237.0	21130279.0	Form đăng ký - Logic đăng nhập - Quản lý session	HIGH	5.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Ứng dụng Session cho người dùng & giỏ hàng	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và giỏ hàng.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	session-management	Java, JSP	21130279.0	21130326.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Xây dựng phân quyền chi tiết cho người bán	MAJOR	Thiết lập các vai trò (người mua, người bán, admin) và chặn truy cập vào các trang không có quyền (quản lý cửa hàng).	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	authorization	Java, JSP	21130326.0	20130237.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Hiện thực chức năng tìm kiếm & lọc sản phẩm handmade	MAJOR	Phát triển chức năng tìm kiếm sản phẩm theo tên, danh mục và lọc theo người bán, chất liệu, giá.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	search-filtering	Java, JS	21130279.0	21130326.0	Query DB - Xây dựng bộ lọc - Hiển thị kết quả	MEDIUM	6.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Xây dựng trang sản phẩm phổ biến/mới nhất	MAJOR	Hiện thực logic hiển thị các sản phẩm handmade được yêu thích, bán chạy hoặc các sản phẩm mới.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	product-display	HTML, JS, JSP	21130326.0	20130237.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Hiện thực giao diện Người bán quản lý sản phẩm	CRITICAL	Xây dựng trang quản lý sản phẩm cho người bán để thêm, sửa, xóa sản phẩm, quản lý tùy chỉnh và hình ảnh.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	seller-panel-crud	Java, JSP, JDBC	20130237.0	21130279.0	Form thêm/sửa - Logic xử lý - Upload ảnh	HIGH	6.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Lưu giỏ hàng trong session và database	MAJOR	Hiện thực tính năng thêm sản phẩm vào giỏ hàng và lưu trữ thông tin trong session, đồng bộ với DB khi đăng nhập.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	shopping-cart	Java, JS	21130279.0	21130326.0	Thêm vào giỏ - Cập nhật số lượng - Xóa khỏi giỏ	MEDIUM	7.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Xử lý các tùy chọn sản phẩm trong giỏ hàng	MAJOR	Xử lý logic khi thêm sản phẩm handmade với các tùy chọn khác nhau (chất liệu, màu sắc, khắc tên) vào giỏ hàng.	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	shopping-cart-logic	Java, JS	21130326.0	20130237.0	Logic so sánh - Hiển thị chi tiết tùy chọn - Tổng tiền	MEDIUM	7.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Hiện thực cách tính tiền cho đơn hàng handmade	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng, bao gồm giá sản phẩm, phí tùy chỉnh, phí ship.	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	order-calculation	Java	20130237.0	21130279.0	Cộng sản phẩm - Áp dụng giảm giá - Tính phí ship	HIGH	8.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Hiển thị lịch sử đơn hàng & thông tin theo dõi	MAJOR	Phát triển trang để người dùng có thể xem lại các đơn hàng đã đặt, theo dõi trạng thái và chi tiết tùy chỉnh.	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	order-history-tracking	JSP, Java	21130279.0	21130326.0	Truy vấn đơn hàng - Hiển thị bảng - Chi tiết đơn	MEDIUM	8.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Quản lý & cập nhật trạng thái đơn hàng (Người bán/Admin)	CRITICAL	Xây dựng giao diện cho người bán/admin để quản lý, cập nhật trạng thái đơn hàng (chờ xử lý, đang làm, đã hoàn thành).	2025-05-22	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	order-management-admin-seller	Java, JDBC	21130326.0	20130237.0	Bảng đơn hàng - Chức năng update - Lịch sử thay đổi	HIGH	8.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Tích hợp module quản lý bài viết/hướng dẫn DIY	MAJOR	Hiện thực module quản lý bài viết cho phép người bán/admin đăng tải các hướng dẫn làm đồ DIY.	2025-05-25	2025-05-28	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	INPROCESS	PRACTICE	diy-guide-management	Java, JSP	20130237.0	21130279.0	Quản lý bài viết - Hiển thị blog - Tối ưu SEO	MEDIUM	9.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Xây dựng chức năng tùy chỉnh sản phẩm nâng cao	CRITICAL	Phát triển công cụ cho phép người dùng tùy chỉnh sản phẩm (chọn vật liệu, màu sắc, khắc chữ) với xem trước.	2025-05-27	2025-05-31	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	TODO	PRACTICE	product-customization	Java, JS, JSP	21130279.0	21130326.0	Giao diện tùy chỉnh - Logic tùy chỉnh - Render xem trước	HIGH	9.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Chuẩn bị tài liệu hướng dẫn sử dụng & quản trị	MAJOR	Viết tài liệu chi tiết hướng dẫn người dùng cuối, người bán và quản trị viên sử dụng website.	2025-06-01	2025-06-04	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	INPROCESS	THEORY	user-manual-documentation	Document	21130326.0	20130237.0	Hướng dẫn user - Hướng dẫn admin/seller - Chụp màn hình	MEDIUM	10.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Chuẩn bị demo website hoàn chỉnh	CRITICAL	Kiểm tra toàn bộ các tính năng, đảm bảo website hoạt động ổn định và sẵn sàng cho buổi báo cáo cuối kì.	2025-06-03	2025-06-07	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	TODO	PRACTICE	final-demo-preparation	Document, Presentation	20130237.0	21130279.0	Test chức năng - Fix bugs - Tối ưu hiệu suất	HIGH	10.0	89427d93-69a9-4187-baac-7a3105624b8b	21130279				
Khảo sát các hệ thống đặt vé phim	MAJOR	Nghiên cứu CGV, Lotte Cinema, Galaxy Cinema để phân tích tính năng, luồng đặt vé, giao diện.	2025-03-10	2025-03-15	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	competitor-analysis-ux-research	Research	21130335.0	21130304.0	So sánh tính năng - Đánh giá UX - Phân tích quy trình	LOW	1.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Xác định các yêu cầu về lịch chiếu & rạp	MAJOR	Thu thập yêu cầu về cách hiển thị lịch chiếu, thông tin rạp, loại ghế, định dạng phim (2D, 3D, IMAX).	2025-03-12	2025-03-18	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	requirement-gathering	Research	21130304.0	21130309.0	Phỏng vấn người dùng - Tổng hợp yêu cầu - Thiết kế schema	MEDIUM	1.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Lập kế hoạch dự án và phân công nhiệm vụ	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	planning	Document	21130309.0	21130335.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Thiết kế ERD cho phim & lịch chiếu	CRITICAL	Xây dựng ERD cho bảng phim, rạp, phòng chiếu, suất chiếu, lịch chiếu và định dạng phim.	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	21130335.0	21130304.0	Xác định entities - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Thiết kế ERD cho sơ đồ ghế & vé	CRITICAL	Phát triển ERD cho bảng sơ đồ ghế của từng phòng chiếu, trạng thái ghế, vé, chi tiết vé.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	21130304.0	21130309.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Chuẩn hóa CSDL và tối ưu truy vấn ban đầu	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến phim và lịch chiếu.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	database-normalization-optimization	Database, ERD	21130309.0	21130335.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Thiết kế giao diện trang lịch chiếu & chọn rạp	MAJOR	Tạo template hiển thị lịch chiếu phim theo rạp, ngày, giờ và thông tin phim.	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130335.0	21130304.0	Wireframe - Mockup - Responsive design	MEDIUM	3.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Thiết kế giao diện chọn ghế & thanh toán	MAJOR	Phác thảo giao diện cho phép người dùng xem sơ đồ ghế (còn/hết), chọn ghế và tiến hành thanh toán.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130304.0	21130309.0	Layout - Interaction - Input validation	MEDIUM	3.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Thiết kế giao diện quản lý phim & rạp (Admin)	MAJOR	Xây dựng template cho trang admin để quản lý thông tin phim, rạp chiếu, phòng chiếu.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130309.0	21130335.0	Admin layout - Form input - Table display	MEDIUM	3.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	documentation	Document	21130335.0	21130304.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Chuẩn bị demo luồng đặt vé cơ bản	MAJOR	Demo quy trình chọn phim, chọn suất, chọn ghế và xem trang thanh toán ban đầu cho báo cáo.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE	presentation	Presentation	21130304.0	21130309.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Hiện thực module đăng ký/đăng nhập	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập người dùng, bao gồm mã hóa mật khẩu và kiểm tra thông tin.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	authentication-security	Java, JSP, JDBC	21130309.0	21130335.0	Form đăng ký - Logic đăng nhập - Mã hóa bcrypt	HIGH	5.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Ứng dụng Session cho người dùng & vé đã chọn	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và vé đã chọn trong quá trình đặt.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	session-management	Java, JSP	21130335.0	21130304.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Xây dựng phân quyền cơ bản (người dùng, admin)	MAJOR	Thiết lập các vai trò (người dùng, admin) và chặn truy cập vào các trang quản lý phim/rạp.	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	authorization	Java, JSP	21130304.0	21130309.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
